YEAR,LEGAL_NAME,ICAO,ICAO_COUNTRY_NAME,TRAFFIC,OUT_OF_BUSINESS
2023,HJEMMEVAERNSKOMMAND.,FHV,DENMARK,153,NO
2025,HJEMMEVAERNSKOMMAND.,FHV,DENMARK,87,NO
2019,HJEMMEVAERNSKOMMAND.,FHV,DENMARK,36,NO
2024,HURKUS HAVAYOLU TASIMACILIK VE TIC A.S. (D.B.A. FREEBIRD AIRLINES),FHY,TÜRKIYE,12541,NO
2025,HURKUS HAVAYOLU TASIMACILIK VE TIC A.S. (D.B.A. FREEBIRD AIRLINES),FHY,TÜRKIYE,12304,NO
2023,HURKUS HAVAYOLU TASIMACILIK VE TIC A.S. (D.B.A. FREEBIRD AIRLINES),FHY,TÜRKIYE,11902,NO
2019,HURKUS HAVAYOLU TASIMACILIK VE TIC A.S. (D.B.A. FREEBIRD AIRLINES),FHY,TÜRKIYE,7683,NO
2025,FLY ONE S.R.L.,FIA,MOLDOVA,9714,NO
2024,FLY ONE S.R.L.,FIA,MOLDOVA,9114,NO
2023,FLY ONE S.R.L.,FIA,MOLDOVA,7421,NO
2019,FLY ONE S.R.L.,FIA,MOLDOVA,2737,NO
2024,FLY AVIATION,FIB,UNITED ARAB EMIRATES,2,NO
2025,FLYONE ARMENIA,FIE,ARMENIA,7154,NO
2023,FLYONE ARMENIA,FIE,ARMENIA,5188,NO
2024,FLYONE ARMENIA,FIE,ARMENIA,3758,NO
2024,FINNHEMS LENTOPALVELUT OY,FIH,FINLAND,30,NO
2025,FINNHEMS LENTOPALVELUT OY,FIH,FINLAND,25,NO
2023,FINNHEMS LENTOPALVELUT OY,FIH,FINLAND,6,NO
2019,FINNAIR OY,FIN,FINLAND,131827,NO
2025,FINNAIR OY,FIN,FINLAND,114014,NO
2024,FINNAIR OY,FIN,FINLAND,112316,NO
2023,FINNAIR OY,FIN,FINLAND,101560,NO
2019,FUNDACION INFANTE,FIO,SPAIN,8,NO
2023,WINGGLIDER LTD,FIS,UNITED KINGDOM,239,NO
2024,WINGGLIDER LTD,FIS,UNITED KINGDOM,212,NO
2025,WINGGLIDER LTD,FIS,UNITED KINGDOM,5,NO
2025,FOX AVIATION D.O.O.,FIX,SLOVENIA,674,NO
2024,FOX AVIATION D.O.O.,FIX,SLOVENIA,482,NO
2024,LET'S FLY HELICOPTER,FIZ,FRANCE,337,NO
2023,LET'S FLY HELICOPTER,FIZ,FRANCE,335,NO
2025,LET'S FLY HELICOPTER,FIZ,FRANCE,192,NO
2024,FANJET EXPRESS,FJE,KENYA,64,NO
2023,FIJI AIRWAYS,FJI,FIJI,308,NO
2024,FIJI AIRWAYS,FJI,FIJI,232,NO
2025,FIJI AIRWAYS,FJI,FIJI,219,NO
2019,FIJI AIRWAYS,FJI,FIJI,6,NO
2024,FLYJET KAZAKHSTAN,FJK,KAZAKHSTAN,676,NO
2025,FLYJET KAZAKHSTAN,FJK,KAZAKHSTAN,670,NO
2023,FLYJET KAZAKHSTAN,FJK,KAZAKHSTAN,402,NO
2019,FLYJET KAZAKHSTAN,FJK,KAZAKHSTAN,298,NO
2025,FLEXJET OPERATIONS MALTA LIMITED,FJO,MALTA,6621,NO
2024,FLEXJET OPERATIONS MALTA LIMITED,FJO,MALTA,5905,NO
2023,FLEXJET OPERATIONS MALTA LIMITED,FJO,MALTA,4941,NO
2019,SOLITAIRE AIR,FJR,JORDAN,1054,NO
2023,SOLITAIRE AIR,FJR,JORDAN,684,NO
2025,SOLITAIRE AIR,FJR,JORDAN,415,NO
2024,FLY JET,FJT,ITALY,32,NO
2025,FLY JET,FJT,ITALY,2,NO
2025,FLY KHIVA,FKH,UZBEKISTAN,613,NO
2024,FLY KHIVA,FKH,UZBEKISTAN,163,NO
2019,FAA,FLC,USA,334,NO
2023,FAA,FLC,USA,155,NO
2025,FAA,FLC,USA,79,NO
2024,FAA,FLC,USA,67,NO
2025,FLY SOLUTIONS LTD,FLD,MALTA,167,NO
2025,FLAIR AIRLINES,FLE,CANADA,8,NO
2019,FLAIR AIRLINES,FLE,CANADA,4,NO
2024,FLAIR AIRLINES,FLE,CANADA,4,NO
2024,ATLANTIC AIRWAYS,FLI,DENMARK,4198,NO
2023,ATLANTIC AIRWAYS,FLI,DENMARK,4115,NO
2025,ATLANTIC AIRWAYS,FLI,DENMARK,4106,NO
2019,ATLANTIC AIRWAYS,FLI,DENMARK,3771,NO
2019,FLEXJET OPERATIONS LTD,FLJ,UNITED KINGDOM,1711,NO
2025,FLEXJET OPERATIONS LTD,FLJ,UNITED KINGDOM,1637,NO
2024,FLEXJET OPERATIONS LTD,FLJ,UNITED KINGDOM,1541,NO
2023,FLEXJET OPERATIONS LTD,FLJ,UNITED KINGDOM,1298,NO
2025,FLYCOM AVIATION D.O.O.,FLO,SLOVENIA,14,NO
2024,FLYCOM AVIATION D.O.O.,FLO,SLOVENIA,4,NO
2023,FLYCOM AVIATION D.O.O.,FLO,SLOVENIA,1,NO
2025,FLITEWATCH LIMITED,FLW,MALTA,153,NO
2024,FLITEWATCH LIMITED,FLW,MALTA,26,NO
2019,PEGASUS AVIACION SA,FMA,SPAIN,53,NO
2023,PEGASUS AVIACION SA,FMA,SPAIN,53,NO
2025,PEGASUS AVIACION SA,FMA,SPAIN,50,NO
2024,PEGASUS AVIACION SA,FMA,SPAIN,22,NO
2023,FMG-FLUGSCHULE,FMG,GERMANY,891,NO
2025,FMG-FLUGSCHULE,FMG,GERMANY,846,NO
2019,FMG-FLUGSCHULE,FMG,GERMANY,740,NO
2024,FMG-FLUGSCHULE,FMG,GERMANY,734,NO
2025,NORLANDAIR,FNA,ICELAND,5038,NO
2024,NORLANDAIR,FNA,ICELAND,4037,NO
2023,NORLANDAIR,FNA,ICELAND,2339,NO
2019,NORLANDAIR,FNA,ICELAND,1216,NO
2025,MIL FINLAND,FNF,FINLAND,717,NO
2024,MIL FINLAND,FNF,FINLAND,544,NO
2023,MIL FINLAND,FNF,FINLAND,463,NO
2019,MIL FINLAND,FNF,FINLAND,421,NO
2019,RAJAVARTIOLAITOS,FNG,FINLAND,87,NO
2023,RAJAVARTIOLAITOS,FNG,FINLAND,36,NO
2025,RAJAVARTIOLAITOS,FNG,FINLAND,16,NO
2024,RAJAVARTIOLAITOS,FNG,FINLAND,10,NO
2023,AS ITZEHOER AIRSERVICE GMBH,FNK,GERMANY,253,NO
2024,AS ITZEHOER AIRSERVICE GMBH,FNK,GERMANY,72,NO
2019,AS ITZEHOER AIRSERVICE GMBH,FNK,GERMANY,23,NO
2025,AS ITZEHOER AIRSERVICE GMBH,FNK,GERMANY,21,NO
2019,ATLANTIC AIR ACADEMY,FNO,SPAIN,445,NO
2024,ATLANTIC AIR ACADEMY,FNO,SPAIN,255,NO
2025,ATLANTIC AIR ACADEMY,FNO,SPAIN,226,NO
2023,ATLANTIC AIR ACADEMY,FNO,SPAIN,204,NO
2019,FOCA,FOC,SWITZERLAND,22,NO
2024,FOCA,FOC,SWITZERLAND,9,NO
2024,S.C. FLY ONE AIRLINES S.R.L.,FOE,ROMANIA,2532,NO
2025,S.C. FLY ONE AIRLINES S.R.L.,FOE,ROMANIA,1435,NO
2023,S.C. FLY ONE AIRLINES S.R.L.,FOE,ROMANIA,869,NO
2019,ANISEC LUFTFAHRT,FOO,AUSTRIA,7231,NO
2019,FOKKER TECHNIEK BV,FOP,NETHERLANDS,10,NO
2019,FORMULA ONE MNGMT,FOR,UNITED KINGDOM,108,NO
2023,FLYR AS,FOX,NORWAY,241,NO
2025,FLY PLAY EUROPE,FPE,MALTA,3,NO
2019,TAG AVIATION SA,FPG,SWITZERLAND,151,YES
2025,ASL AIRLINES,FPO,FRANCE,11814,NO
2019,ASL AIRLINES,FPO,FRANCE,10634,NO
2024,ASL AIRLINES,FPO,FRANCE,10230,NO
2023,ASL AIRLINES,FPO,FRANCE,8744,NO
2024,FLYPLAY HF,FPY,ICELAND,10382,NO
2023,FLYPLAY HF,FPY,ICELAND,9731,NO
2025,FLYPLAY HF,FPY,ICELAND,6578,NO
2024,F R AVIATION LTD,FRA,UNITED KINGDOM,779,NO
2025,F R AVIATION LTD,FRA,UNITED KINGDOM,739,NO
2023,F R AVIATION LTD,FRA,UNITED KINGDOM,635,NO
2019,F R AVIATION LTD,FRA,UNITED KINGDOM,123,NO
2024,FRANCONIA AIR SERVICE GMBH,FRC,GERMANY,144,NO
2025,FRANCONIA AIR SERVICE GMBH,FRC,GERMANY,55,NO
2023,FRANCONIA AIR SERVICE GMBH,FRC,GERMANY,15,NO
2023,FLEET AIR INTERNATIONAL,FRF,HUNGARY,1959,NO
2024,FLEET AIR INTERNATIONAL,FRF,HUNGARY,1244,NO
2019,FLEET AIR INTERNATIONAL,FRF,HUNGARY,915,NO
2025,FLEET AIR INTERNATIONAL,FRF,HUNGARY,511,NO
2019,CHALLENGE AIRLINES (BE) S.A.,FRH,BELGIUM,200,NO
2025,FROST AIR APS,FRO,DENMARK,1193,NO
2024,FROST AIR APS,FRO,DENMARK,879,NO
2024,MIL MOROCCO (3),FRV,MOROCCO,1457,NO
2019,MIL MOROCCO (3),FRV,MOROCCO,1239,NO
2023,MIL MOROCCO (3),FRV,MOROCCO,1101,NO
2019,FORT AERO AS,FRX,ESTONIA,654,NO
2023,FORT AERO AS,FRX,ESTONIA,247,NO
2024,FORT AERO AS,FRX,ESTONIA,185,NO
2025,FORT AERO AS,FRX,ESTONIA,47,NO
2025,AFS ALPINE FLGHTSVC,FSE,AUSTRIA,861,NO
2023,AFS ALPINE FLGHTSVC,FSE,AUSTRIA,707,NO
2024,AFS ALPINE FLGHTSVC,FSE,AUSTRIA,497,NO
2019,AFS ALPINE FLGHTSVC,FSE,AUSTRIA,351,NO
2023,FLY 7 FINLAND OY,FSF,FINLAND,6632,NO
2024,FLY 7 FINLAND OY,FSF,FINLAND,6315,NO
2025,FLY 7 FINLAND OY,FSF,FINLAND,6252,NO
2025,AFRICA CHARTER AIRLINE,FSK,SOUTH AFRICA,27,NO
2023,AFRICA CHARTER AIRLINE,FSK,SOUTH AFRICA,12,NO
2019,AFRICA CHARTER AIRLINE,FSK,SOUTH AFRICA,4,NO
2023,"AIRPILOT ESCUELA DE VUELO ,S.L.",FSM,SPAIN,826,NO
2024,"AIRPILOT ESCUELA DE VUELO ,S.L.",FSM,SPAIN,704,NO
2019,"AIRPILOT ESCUELA DE VUELO ,S.L.",FSM,SPAIN,459,NO
2025,"AIRPILOT ESCUELA DE VUELO ,S.L.",FSM,SPAIN,168,NO
2025,FLYSKY AIRLINES UC,FSQ,KYRGYZSTAN,408,NO
2024,FLYSKY AIRLINES UC,FSQ,KYRGYZSTAN,138,NO
2023,FLYSKY AIRLINES UC,FSQ,KYRGYZSTAN,55,NO
2019,FLIGHTSTAR CORPORATION,FSR,USA,1,NO
2023,FLY SKY AIRLINES LLC,FSU,UKRAINE,105,NO
2019,PRIVATE AIR INC.,FSY,CANADA,135,NO
2024,PRIVATE AIR INC.,FSY,CANADA,86,NO
2023,PRIVATE AIR INC.,FSY,CANADA,83,NO
2025,PRIVATE AIR INC.,FSY,CANADA,73,NO
2023,FLIGHTLINE SL,FTL,SPAIN,1750,NO
2024,FLIGHTLINE SL,FTL,SPAIN,1344,NO
2025,FLIGHTLINE SL,FTL,SPAIN,1264,NO
2019,FLIGHTLINE SL,FTL,SPAIN,1232,NO
2025,FINIST AIR SA,FTR,FRANCE,1108,NO
2023,FINIST AIR SA,FTR,FRANCE,988,NO
2019,FINIST AIR SA,FTR,FRANCE,947,NO
2024,FINIST AIR SA,FTR,FRANCE,910,NO
2025,FLY2SKY MALTA,FTS,MALTA,2,NO
2023,ABC BEDARFSFLUG GMBH,FTY,AUSTRIA,1050,NO
2019,ABC BEDARFSFLUG GMBH,FTY,AUSTRIA,936,NO
2024,ABC BEDARFSFLUG GMBH,FTY,AUSTRIA,755,NO
2025,ABC BEDARFSFLUG GMBH,FTY,AUSTRIA,701,NO
2025,FLY MY SKY DOO BEOGRAD,FUU,SERBIA,653,NO
2025,VALUEJET,FVJ,NIGERIA,24,NO
2024,VALUEJET,FVJ,NIGERIA,4,NO
2023,VALUEJET,FVJ,NIGERIA,2,NO
2024,AIR CARAIBES,FWI,FRANCE,12237,NO
2019,AIR CARAIBES,FWI,FRANCE,11660,NO
2025,AIR CARAIBES,FWI,FRANCE,11429,NO
2023,AIR CARAIBES,FWI,FRANCE,10725,NO
2023,FLIGHTWORKS,FWK,USA,404,NO
2024,FLIGHTWORKS,FWK,USA,311,NO
2025,FLIGHTWORKS,FWK,USA,296,NO
2019,FLIGHTWORKS,FWK,USA,262,NO
2024,TRIBRIDGE DEVELOPMENTS LLC,FWR,USA,109,NO
2025,TRIBRIDGE DEVELOPMENTS LLC,FWR,USA,84,NO
2023,TRIBRIDGE DEVELOPMENTS LLC,FWR,USA,35,NO
2019,FLUGFELAG ISLANDS,FXI,ICELAND,7318,NO
2025,FLUGFELAG ISLANDS,FXI,ICELAND,1,NO
2025,FLEXJET INTERNATIONAL DAC,FXJ,IRELAND,136,NO
2019,S.C. BUZZ AERO S.R.L.,FXP,ROMANIA,29,NO
2023,FLEXFLIGHT,FXT,DENMARK,1588,NO
2024,FLEXFLIGHT,FXT,DENMARK,1303,NO
2025,FLEXFLIGHT,FXT,DENMARK,959,NO
2019,FLEXFLIGHT,FXT,DENMARK,394,NO
2025,FLYX AIRLINES,FXZ,ZIMBABWE,2,NO
2025,FLY CHAM,FYC,SYRIA,1208,NO
2024,FLYING SERVICE N.V.,FYG,BELGIUM,1783,NO
2025,FLYING SERVICE N.V.,FYG,BELGIUM,1775,NO
2023,FLYING SERVICE N.V.,FYG,BELGIUM,1746,NO
2019,FLYING SERVICE N.V.,FYG,BELGIUM,1601,NO
2025,FLYING GROUP LUX,FYL,LUXEMBOURG,2471,NO
2024,FLYING GROUP LUX,FYL,LUXEMBOURG,2330,NO
2023,FLYING GROUP LUX,FYL,LUXEMBOURG,1912,NO
2019,FLYING GROUP LUX,FYL,LUXEMBOURG,1369,NO
2025,EUROPEAN FLYERS SL U,FYS,SPAIN,1824,NO
2023,EUROPEAN FLYERS SL U,FYS,SPAIN,1667,NO
2024,EUROPEAN FLYERS SL U,FYS,SPAIN,1380,NO
2019,EUROPEAN FLYERS SL U,FYS,SPAIN,1194,NO
2019,GLOBAL AFRICA AVTN,GAA,ZIMBABWE,6,NO
2023,GLOBEAIR AG,GAC,AUSTRIA,10114,NO
2019,GLOBEAIR AG,GAC,AUSTRIA,9264,NO
2024,GLOBEAIR AG,GAC,AUSTRIA,8960,NO
2025,GLOBEAIR AG,GAC,AUSTRIA,8283,NO
2025,FLUGBEREITSCHAFT DES BUNDESMINISTERIUM DER VERTEIDIGUNG (FLBSCHFT BMVG),GAF,GERMANY,10110,NO
2024,FLUGBEREITSCHAFT DES BUNDESMINISTERIUM DER VERTEIDIGUNG (FLBSCHFT BMVG),GAF,GERMANY,8494,NO
2023,FLUGBEREITSCHAFT DES BUNDESMINISTERIUM DER VERTEIDIGUNG (FLBSCHFT BMVG),GAF,GERMANY,7815,NO
2019,FLUGBEREITSCHAFT DES BUNDESMINISTERIUM DER VERTEIDIGUNG (FLBSCHFT BMVG),GAF,GERMANY,2834,NO
2019,AARHUS FLIGHT ACAD.,GAG,DENMARK,1109,NO
2023,AARHUS FLIGHT ACAD.,GAG,DENMARK,686,NO
2025,AARHUS FLIGHT ACAD.,GAG,DENMARK,605,NO
2024,AARHUS FLIGHT ACAD.,GAG,DENMARK,429,NO
2019,GAMA CHARTERS INC ,GAJ,USA,573,NO
2023,GAMA CHARTERS INC ,GAJ,USA,192,NO
2019,GLOBAL AIR TRANSPORT,GAK,LIBYA,177,NO
2023,GLOBAL AIR TRANSPORT,GAK,LIBYA,3,NO
2025,GLOBAL AIR TRANSPORT,GAK,LIBYA,1,NO
2023,AIRPHIL EXPRESS,GAP,PHILIPPINES,10,NO
2025,AIRPHIL EXPRESS,GAP,PHILIPPINES,3,NO
2024,GLOBAL REACH AVIATION,GAV,DENMARK,614,NO
2025,GLOBAL REACH AVIATION,GAV,DENMARK,541,NO
2023,ECHEVARRIA LOPEZ,GAV,SPAIN,2,NO
2019,GLOBAL AIRWAYS (FA),GBB,UNITED KINGDOM,3,NO
2024,GLOBAL AIRWAYS (FA),GBB,UNITED KINGDOM,2,NO
2024,GULLIVAIR LTD,GBG,BULGARIA,602,NO
2023,GULLIVAIR LTD,GBG,BULGARIA,135,NO
2025,GULLIVAIR LTD,GBG,BULGARIA,35,NO
2023,UAB GLOBAL AIRWAYS,GBL,LITHUANIA,7,NO
2024,UAB GLOBAL AIRWAYS,GBL,LITHUANIA,2,NO
2025,GRAND CRU AIRLINES,GCA,LITHUANIA,19,YES
2024,GRAND CRU AIRLINES,GCA,LITHUANIA,13,YES
2023,GRAND CRU AIRLINES,GCA,LITHUANIA,8,YES
2025,GLOCK AVIATION GMBH,GCK,AUSTRIA,1520,NO
2024,GLOCK AVIATION GMBH,GCK,AUSTRIA,983,NO
2023,GLOCK AVIATION GMBH,GCK,AUSTRIA,805,NO
2019,GLOCK AVIATION GMBH,GCK,AUSTRIA,499,NO
2019,CARGOLOGIC GERMANY,GCL,GERMANY,51,YES
2019,COMAIR FLIGHT SERVICES PTY LTD,GCM,SOUTH AFRICA,2,NO
2023,COMAIR FLIGHT SERVICES PTY LTD,GCM,SOUTH AFRICA,2,NO
2025,TIANJIN AIRLINES,GCR,CHINA,938,NO
2019,TIANJIN AIRLINES,GCR,CHINA,794,NO
2024,TIANJIN AIRLINES,GCR,CHINA,624,NO
2023,TIANJIN AIRLINES,GCR,CHINA,487,NO
2019,"G C AVIATION, INC.",GCT,USA,168,NO
2019,FLYGAC A/S,GCW,DENMARK,64,NO
2019,GREAT DANE AIRLINES,GDE,DENMARK,655,YES
2025,SP AVIATION INC,GDG,USA,128,NO
2023,SP AVIATION INC,GDG,USA,72,NO
2019,GOLDECK FLUG,GDK,AUSTRIA,825,NO
2024,GOLDECK FLUG,GDK,AUSTRIA,625,NO
2025,GOLDECK FLUG,GDK,AUSTRIA,570,NO
2023,GOLDECK FLUG,GDK,AUSTRIA,546,NO
2025,SMALL FLY LTD,GDM,MALTA,1169,NO
2025,GLOBAL AVIATION OR,GEA,IRAQ,41,NO
2024,GLOBAL AVIATION OR,GEA,IRAQ,2,NO
2025,LUFTHANSA CARGO AG,GEC,GERMANY,10955,NO
2024,LUFTHANSA CARGO AG,GEC,GERMANY,10624,NO
2019,LUFTHANSA CARGO AG,GEC,GERMANY,10439,NO
2023,LUFTHANSA CARGO AG,GEC,GERMANY,9563,NO
2025,GEO SKY LLC,GEL,GEORGIA,1898,NO
2024,GEO SKY LLC,GEL,GEORGIA,1524,NO
2023,GEO SKY LLC,GEL,GEORGIA,1028,NO
2019,GEO SKY LLC,GEL,GEORGIA,198,NO
2019,AMS AIRLINES L.L.C.,GEO,GEORGIA,20,NO
2024,GERMAN AIRWAYS GMBH & CO. KG,GER,GERMANY,343,NO
2023,GERMAN AIRWAYS GMBH & CO. KG,GER,GERMANY,318,NO
2025,GERMAN AIRWAYS GMBH & CO. KG,GER,GERMANY,196,NO
2023,GESTAIR,GES,SPAIN,4729,NO
2019,GESTAIR,GES,SPAIN,4595,NO
2024,GESTAIR,GES,SPAIN,4167,NO
2025,GESTAIR,GES,SPAIN,4123,NO
2025,GULF AIR,GFA,BAHRAIN,10535,NO
2024,GULF AIR,GFA,BAHRAIN,10248,NO
2023,GULF AIR,GFA,BAHRAIN,8785,NO
2019,GULF AIR,GFA,BAHRAIN,8217,NO
2025,GFD GMBH,GFD,GERMANY,2787,NO
2024,GFD GMBH,GFD,GERMANY,2347,NO
2019,GFD GMBH,GFD,GERMANY,2174,NO
2023,GFD GMBH,GFD,GERMANY,2123,NO
2023,GRAFAIR (S)        2,GFM,SWEDEN,991,NO
2025,GRAFAIR (S)        2,GFM,SWEDEN,904,NO
2024,GRAFAIR (S)        2,GFM,SWEDEN,838,NO
2019,GRAFAIR (S)        2,GFM,SWEDEN,734,NO
2019,TRANS ISLAND AIRWAYS LTD,GGT,BAHAMAS,4,NO
2019,GROUP HOLDINGS,GHA,USA,164,NO
2023,GROUP HOLDINGS,GHA,USA,145,NO
2024,GROUP HOLDINGS,GHA,USA,84,NO
2025,MIL GHANA,GHA,GHANA,15,NO
2025,AIR GHANA,GHN,GHANA,13,NO
2019,AIR GHANA,GHN,GHANA,6,NO
2023,AIR GHANA,GHN,GHANA,4,NO
2025,GARUDA,GIA,INDONESIA,14510,NO
2024,GARUDA,GIA,INDONESIA,11847,NO
2023,GARUDA,GIA,INDONESIA,9922,NO
2019,GARUDA,GIA,INDONESIA,1135,NO
2024,GLOBAL AIR CHRTRS,GJE,USA,1737,NO
2023,GLOBAL AIR CHRTRS,GJE,USA,1377,NO
2025,GLOBAL AIR CHRTRS,GJE,USA,1128,NO
2019,GLOBAL AIR CHRTRS,GJE,USA,195,NO
2023,GAINJET IRELAND LTD,GJI,IRELAND,620,NO
2025,GAINJET IRELAND LTD,GJI,IRELAND,570,NO
2024,GAINJET IRELAND LTD,GJI,IRELAND,561,NO
2019,GAINJET IRELAND LTD,GJI,IRELAND,516,NO
2025,AIRHUB AIRLINES LIMITED,GJM,MALTA,256,NO
2024,AIRHUB AIRLINES LIMITED,GJM,MALTA,199,NO
2023,AIRHUB AIRLINES LIMITED,GJM,MALTA,23,NO
2019,GETJET AIRLINES,GJT,LITHUANIA,3232,NO
2023,GETJET AIRLINES,GJT,LITHUANIA,1558,NO
2024,GETJET AIRLINES,GJT,LITHUANIA,1269,NO
2025,GETJET AIRLINES,GJT,LITHUANIA,1197,NO
2025,GLOBAL JET ARUBA,GJW,NETHERLANDS,385,NO
2024,GLOBAL JET ARUBA,GJW,NETHERLANDS,341,NO
2023,GLOBAL JET ARUBA,GJW,NETHERLANDS,166,NO
2024,GAMA AVIATION FZE,GKY,UNITED ARAB EMIRATES,225,NO
2025,GAMA AVIATION FZE,GKY,UNITED ARAB EMIRATES,123,NO
2023,GAMA AVIATION FZE,GKY,UNITED ARAB EMIRATES,73,NO
2024,GULFSTREAM SAVANNAH,GLF,USA,28,NO
2025,CHEVRON U.S.A.INC.,GLH,USA,180,NO
2023,CHEVRON U.S.A.INC.,GLH,USA,55,NO
2024,CHEVRON U.S.A.INC.,GLH,USA,18,NO
2019,GLOBAL JET AUSTRIA,GLJ,AUSTRIA,981,NO
2025,GLOBAL JET AUSTRIA,GLJ,AUSTRIA,845,NO
2024,GLOBAL JET AUSTRIA,GLJ,AUSTRIA,807,NO
2023,GLOBAL JET AUSTRIA,GLJ,AUSTRIA,751,NO
2023,VRG LINHAS AEREAS S/A,GLO,BRAZIL,1756,NO
2025,VRG LINHAS AEREAS S/A,GLO,BRAZIL,566,NO
2024,VRG LINHAS AEREAS S/A,GLO,BRAZIL,452,NO
2019,VRG LINHAS AEREAS S/A,GLO,BRAZIL,66,NO
2019,GLOBUS LLC,GLP,RUSSIAN FEDERATION,3937,YES
2025,"GELIX AIRLINES, JSC",GLX,RUSSIAN FEDERATION,217,NO
2023,"GELIX AIRLINES, JSC",GLX,RUSSIAN FEDERATION,136,NO
2024,"GELIX AIRLINES, JSC",GLX,RUSSIAN FEDERATION,80,NO
2019,GAMA AVIATION LTD,GMA,UNITED KINGDOM,6047,NO
2024,GAMA AVIATION LTD,GMA,UNITED KINGDOM,5072,NO
2023,GAMA AVIATION LTD,GMA,UNITED KINGDOM,5018,NO
2025,GAMA AVIATION LTD,GMA,UNITED KINGDOM,4794,NO
2025,GULF MED AVIATION,GMD,MALTA,2,NO
2019,GERMANIA FLUGGESELLSCHAFT MBH,GMI,GERMANY,2198,NO
2023,GHADAMES AIR,GMS,LIBYA,498,NO
2024,GHADAMES AIR,GMS,LIBYA,23,NO
2025,GAIN JET AVIATION SA,GNJ,GREECE,731,NO
2023,GAIN JET AVIATION SA,GNJ,GREECE,688,NO
2019,GAIN JET AVIATION SA,GNJ,GREECE,670,NO
2024,GAIN JET AVIATION SA,GNJ,GREECE,658,NO
2019,GENEX LTD.,GNX,BELARUS,458,NO
2019,GENERAL AVIATION SP,GNZ,POLAND,1,NO
2019,GO AIRLINES (INDIA),GOW,INDIA,21,NO
2023,GO AIRLINES (INDIA),GOW,INDIA,2,NO
2024,GRUP AIRMED S.A.,GPM,SPAIN,53,NO
2019,GRUP AIRMED S.A.,GPM,SPAIN,50,NO
2025,GRUP AIRMED S.A.,GPM,SPAIN,33,NO
2023,GRUP AIRMED S.A.,GPM,SPAIN,31,NO
2025,GP AVIATION LTD,GPX,BULGARIA,9054,NO
2024,GP AVIATION LTD,GPX,BULGARIA,6109,NO
2023,GP AVIATION LTD,GPX,BULGARIA,3552,NO
2023,GUARDIAN AIR ASSET MANAGEMENT PTY LTD,GRA,SOUTH AFRICA,384,NO
2024,GUARDIAN AIR ASSET MANAGEMENT PTY LTD,GRA,SOUTH AFRICA,327,NO
2025,GUARDIAN AIR ASSET MANAGEMENT PTY LTD,GRA,SOUTH AFRICA,298,NO
2019,GUARDIAN AIR ASSET MANAGEMENT PTY LTD,GRA,SOUTH AFRICA,6,NO
2025,PHOENIX AIR,GRB,USA,437,NO
2023,PHOENIX AIR,GRB,USA,423,NO
2024,PHOENIX AIR,GRB,USA,301,NO
2024,AIR GREENLAND,GRL,DENMARK,18252,NO
2023,AIR GREENLAND,GRL,DENMARK,13238,NO
2025,AIR GREENLAND,GRL,DENMARK,9776,NO
2019,AIR GREENLAND,GRL,DENMARK,6626,NO
2025,GRYPHON AIR LLC,GRP,USA,582,NO
2024,GRYPHON AIR LLC,GRP,USA,523,NO
2023,GRYPHON AIR LLC,GRP,USA,415,NO
2019,GRYPHON AIR LLC,GRP,USA,9,NO
2023,EPSILON AVIATION,GRV,GREECE,455,NO
2019,EPSILON AVIATION,GRV,GREECE,335,NO
2024,EPSILON AVIATION,GRV,GREECE,292,NO
2025,EPSILON AVIATION,GRV,GREECE,254,NO
2019,AIRCOMPANY GRODNO,GRX,BELARUS,6,NO
2019,GAMA AVIATION FZE,GSH,UNITED ARAB EMIRATES,60,NO
2019,G-JET S.R.O.,GSJ,CZECH REPUBLIC,205,NO
2025,GESTAIR AVIATION MALTA,GSM,MALTA,703,NO
2024,GESTAIR AVIATION MALTA,GSM,MALTA,643,NO
2023,GESTAIR AVIATION MALTA,GSM,MALTA,510,NO
2024,CHAIR AIRLINES AG,GSW,SWITZERLAND,5835,NO
2023,CHAIR AIRLINES AG,GSW,SWITZERLAND,4593,NO
2019,CHAIR AIRLINES AG,GSW,SWITZERLAND,3955,NO
2019,MERIDIAN AIR CHTR,GTH,USA,1721,NO
2025,"ATLAS AIR, INC.",GTI,USA,15478,NO
2024,"ATLAS AIR, INC.",GTI,USA,10168,NO
2019,"ATLAS AIR, INC.",GTI,USA,7220,NO
2023,"ATLAS AIR, INC.",GTI,USA,7082,NO
2025,GALISTAIR TRADING LIMITED,GTR,MALTA,1152,NO
2023,GALISTAIR TRADING LIMITED,GTR,MALTA,627,NO
2024,GALISTAIR TRADING LIMITED,GTR,MALTA,436,NO
2023,GROUPE TRANSAIR,GTS,SENEGAL,2,NO
2023,AIR GUYANE,GUY,FRANCE,11108,YES
2019,AIR GUYANE,GUY,FRANCE,8912,YES
2025,GULF WINGS,GWC,UNITED ARAB EMIRATES,492,NO
2023,GULF WINGS,GWC,UNITED ARAB EMIRATES,482,NO
2024,GULF WINGS,GWC,UNITED ARAB EMIRATES,396,NO
2019,GULF WINGS,GWC,UNITED ARAB EMIRATES,166,NO
2025,GREEN AFRICA,GWG,NIGERIA,4,NO
2024,GERMANWINGS GMBH,GWI,GERMANY,7941,NO
2023,GERMANWINGS GMBH,GWI,GERMANY,3380,NO
